circuit_uuid,exp_id,run_uuid,chip_id,chip_ver,chip_idx,cir_idx,cir_ver,cir_vers,overall_idx,curated,media_conc,dry,antibiotic,atc_code,sample_type,contrival,sample_prep,sample_prep_ver,specimen,strain_id,strain_conc,txid,fatal,nonfatal,intv,reaction,fill_type,fill_ver,operator,started,instrument,run_id,imported,date,antibiotic_conc,cir_col,cir_row,cir_side,test_module,position,doublets,excluded,fill_factor_final,fill_factor_initial,included,neg,neg_0,neg_1,pos_0,pos_0_inc,pos_1,pos_1_inc,total_droplets
3c88510e-d679-4655-a2ed-a8bf39433dbb,EXP-VGXTHBA3,bcd21228-c6ed-4afc-bbbe-0982f0cf9d9b,VF6J3CRP,v4,3,12,None,None,72,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0530,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:03:21.026000-05:00,sauron,None,None,6/13/2024,0,H,3,B,sauron,back,47,1864,1,1,21886,21884,21884,21886,3,2,0,0,23750
4c747a92-70ce-4647-82bd-56c23cf862cb,EXP-VGXTHBA3,bcd21228-c6ed-4afc-bbbe-0982f0cf9d9b,VF6J3CRP,v4,3,13,None,None,73,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0530,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:03:21.026000-05:00,sauron,None,None,6/13/2024,0,H,4,B,sauron,back,110,1636,0.99,0.99,20592,20587,20587,20592,6,5,0,0,22228
681ce8f2-fe79-47c8-b0fd-0bf77eb2444c,EXP-VGXTHBA3,bcd21228-c6ed-4afc-bbbe-0982f0cf9d9b,VF6J3CRP,v4,3,14,None,None,74,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0530,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:03:21.026000-05:00,sauron,None,None,6/13/2024,0,H,5,B,sauron,back,35,1395,1,0.99,20306,20302,20302,20306,4,4,0,0,21701
d594118b-e27b-4cf9-8aa9-dce375a370a7,EXP-VGXTHBA3,bcd21228-c6ed-4afc-bbbe-0982f0cf9d9b,VF6J3CRP,v4,3,15,None,None,75,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0530,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:03:21.026000-05:00,sauron,None,None,6/13/2024,0,H,6,B,sauron,back,52,1720,1,1,20683,20682,20682,20683,1,1,0,0,22403
c62a4dfd-72f4-4655-ad07-e7e4ac8569ee,EXP-VGXTHBA3,bcd21228-c6ed-4afc-bbbe-0982f0cf9d9b,VF6J3CRP,v4,3,16,None,None,76,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0530,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:03:21.026000-05:00,sauron,None,None,6/13/2024,0,H,7,B,sauron,back,71,1533,1,1,21147,21146,21146,21147,1,1,0,0,22680
8dd258f8-34d0-4c01-baca-d241d766f4e7,EXP-VGXTHBA3,bcd21228-c6ed-4afc-bbbe-0982f0cf9d9b,VF6J3CRP,v4,3,17,None,None,77,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0530,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:03:21.026000-05:00,sauron,None,None,6/13/2024,0,H,8,B,sauron,back,57,1601,1,1,21127,21127,21127,21127,1,0,0,0,22728
26cea2a9-aae2-4372-8f04-f87ace300936,EXP-VGXTHBA3,bcd21228-c6ed-4afc-bbbe-0982f0cf9d9b,VF6J3CRP,v4,3,18,None,None,78,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0530,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:03:21.026000-05:00,sauron,None,None,6/13/2024,0,H,9,B,sauron,back,30,1749,1,1,20740,20740,20740,20740,0,0,0,0,22489
3c14ba51-5a7e-4971-b245-356dce2bba4b,EXP-VGXTHBA3,bcd21228-c6ed-4afc-bbbe-0982f0cf9d9b,VF6J3CRP,v4,3,19,None,None,79,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0530,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:03:21.026000-05:00,sauron,None,None,6/13/2024,0,H,10,B,sauron,back,41,1762,1,1,21380,21379,21379,21380,1,1,0,0,23142
1a3d909d-226e-4b6c-8210-ef0276319d47,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP5,v4,0,0,None,None,0,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0529,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,A,1,A,tarvos,front,46,1505,1,1,21767,21756,21756,21767,11,11,0,0,23272
6d056e34-2497-4e83-834a-0452f4ddb3c7,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP5,v4,0,1,None,None,1,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0529,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,A,2,A,tarvos,front,29,1308,1,1,21552,21542,21542,21552,10,10,0,0,22860
330205df-cfac-48ad-adfe-8a17361657c4,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP5,v4,0,2,None,None,2,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0529,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,A,3,A,tarvos,front,34,1397,1,1,21561,21556,21556,21561,5,5,0,0,22958
58c42b42-8d12-4425-b702-127dcd8ea3ea,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP5,v4,0,3,None,None,3,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0529,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,A,4,A,tarvos,front,38,1527,1,1,21950,21941,21941,21950,10,9,0,0,23477
3d861743-ea3f-457e-82a5-74a74bc67051,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP5,v4,0,4,None,None,4,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0529,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,A,5,A,tarvos,front,72,1453,1,0.99,21792,21783,21783,21792,9,9,0,0,23245
39bd5753-50d8-4b5c-80f4-c9d7e7b71c6d,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP5,v4,0,5,None,None,5,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0529,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,A,6,A,tarvos,front,82,1558,1,0.99,21438,21429,21429,21438,10,9,0,0,22996
efcdf87e-fb94-466f-83cb-09b6cf155226,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP5,v4,0,6,None,None,6,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0529,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,A,7,A,tarvos,front,85,1511,1,0.99,21294,21282,21282,21294,13,12,0,0,22805
dfc5f2b1-0293-4fc4-9c80-c5fa99278619,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP5,v4,0,7,None,None,7,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0529,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,A,8,A,tarvos,front,37,1420,1,1,20913,20903,20903,20913,10,10,0,0,22333
fa79a31e-e553-41fa-a3cb-c2c35a81930e,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP5,v4,0,8,None,None,8,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0529,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,A,9,A,tarvos,front,93,1465,1,0.99,21294,21289,21289,21294,5,5,0,0,22759
24fdbf7d-e0cb-46f5-9b65-264937acc348,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP5,v4,0,9,None,None,9,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0529,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,A,10,A,tarvos,front,82,1067,0.99,0.99,18935,18923,18923,18935,12,12,0,0,20002
36bd1caf-1566-4444-a3d7-ad6b91b8d9c4,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP5,v4,0,10,None,None,10,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0529,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,B,1,B,tarvos,front,55,1506,1,1,21343,21335,21335,21343,8,8,0,0,22849
15569019-b4f4-4f26-a3e7-4ce91031d625,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP5,v4,0,11,None,None,11,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0529,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,B,2,B,tarvos,front,31,1686,1,1,21874,21865,21865,21874,9,9,0,0,23560
527522a2-fb5b-403b-b448-1bf8b9931022,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP5,v4,0,12,None,None,12,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0529,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,B,3,B,tarvos,front,37,1193,1,1,21325,21318,21318,21325,7,7,0,0,22518
6b5ecbd5-a686-4feb-9ea7-cfbe2790c4f7,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP5,v4,0,13,None,None,13,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0529,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,B,4,B,tarvos,front,69,1596,1,1,21681,21671,21671,21681,11,10,0,0,23277
06275e95-8c81-4248-8a04-4ebc8a81b786,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP5,v4,0,14,None,None,14,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0529,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,B,5,B,tarvos,front,46,1465,1,1,20834,20824,20824,20834,11,10,0,0,22299
051993d5-60e4-46da-9731-eb0a9f6b3112,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP5,v4,0,15,None,None,15,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0529,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,B,6,B,tarvos,front,80,1587,1,1,21238,21231,21231,21238,8,7,0,0,22825
f9705cb3-d03d-4f90-ac26-ec03585f16a0,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP5,v4,0,16,None,None,16,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0529,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,B,7,B,tarvos,front,44,1517,1,1,21084,21079,21079,21084,5,5,0,0,22601
ad07abf2-3593-4a9d-91ea-8647f152f756,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP5,v4,0,17,None,None,17,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0529,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,B,8,B,tarvos,front,27,1599,1,1,21881,21873,21873,21881,8,8,0,0,23480
1bf5b55d-c52c-45bb-a4f1-aea3bd0c134f,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP5,v4,0,18,None,None,18,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0529,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,B,9,B,tarvos,front,35,1613,1,1,21213,21208,21208,21213,5,5,0,0,22826
7d9f2eee-02da-4e41-b67a-722e29de2807,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP5,v4,0,19,None,None,19,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S007-0529,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,B,10,B,tarvos,front,62,1309,1,1,20938,20929,20929,20938,10,9,0,0,22247
74968b27-293d-4f6f-b584-56c03e72a6d0,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP2,v4,1,0,None,None,20,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0529,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,C,1,A,tarvos,front,44,1543,1,1,22637,22631,22631,22637,7,6,0,0,24180
69ec5e1c-d34b-434b-8aca-514e592177dd,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP2,v4,1,1,None,None,21,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0529,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,C,2,A,tarvos,front,31,1387,1,1,22461,22450,22450,22461,11,11,0,0,23848
11f1c799-acff-4440-8114-f1f9586dab3e,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP2,v4,1,2,None,None,22,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0529,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,C,3,A,tarvos,front,43,1613,1,0.99,22733,22722,22722,22733,11,11,0,0,24346
a00157e7-9f9e-455d-a06f-b5ed24831b10,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP2,v4,1,3,None,None,23,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0529,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,C,4,A,tarvos,front,28,1327,1,1,21778,21765,21765,21778,13,13,0,0,23105
bd9dfd75-5d8f-4348-a9d0-efed51a5cbbc,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP2,v4,1,4,None,None,24,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0529,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,C,5,A,tarvos,front,48,1321,1,1,22310,22304,22304,22310,7,6,0,0,23631
d07d4ef4-f841-4e84-9fd5-f44a0a967215,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP2,v4,1,5,None,None,25,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0529,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,C,6,A,tarvos,front,66,1521,0.99,0.99,21723,21714,21714,21723,9,9,0,0,23244
906feea5-3c50-408a-b2cf-d2b25c4808f5,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP2,v4,1,6,None,None,26,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0529,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,C,7,A,tarvos,front,72,1085,0.99,0.99,19037,19021,19021,19037,17,16,0,0,20122
fa7ad393-f326-4b79-99ab-b3600548fb3e,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP2,v4,1,7,None,None,27,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0529,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,C,8,A,tarvos,front,69,1257,1,0.99,20747,20743,20743,20747,4,4,0,0,22004
dacd4c23-7dba-404c-9d93-b4e73de50424,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP2,v4,1,8,None,None,28,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0529,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,C,9,A,tarvos,front,75,1516,1,1,21703,21692,21692,21703,11,11,0,0,23219
82a6dfd4-a3d3-48ef-b268-94db6826aa39,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP2,v4,1,9,None,None,29,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0529,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,C,10,A,tarvos,front,105,1493,1,0.99,20951,20943,20943,20951,8,8,0,0,22444
e6c6bdd5-0926-420c-a2ff-be23ab740fcb,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP2,v4,1,10,None,None,30,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0529,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,D,1,B,tarvos,front,64,1063,0.99,1,19106,19092,19092,19106,14,14,0,0,20169
4d648b99-8a65-4fdf-9c3f-1154f4f72061,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP2,v4,1,11,None,None,31,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0529,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,D,2,B,tarvos,front,50,1559,1,1,20456,20445,20445,20456,11,11,0,0,22015
be597484-a2c0-4a04-8ff5-602680acdd90,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP2,v4,1,12,None,None,32,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0529,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,D,3,B,tarvos,front,34,1645,1,1,21973,21966,21966,21973,7,7,0,0,23618
8e554d94-6168-440e-acea-dd3b7d1aab7c,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP2,v4,1,13,None,None,33,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0529,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,D,4,B,tarvos,front,60,1437,1,1,21570,21559,21559,21570,11,11,0,0,23007
b8312c02-d622-4f59-a0ab-3408d1cd39f9,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP2,v4,1,14,None,None,34,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0529,None,None,None,None,None,None,NK-R102,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,D,5,B,tarvos,front,50,1506,1,1,21034,21027,21027,21034,11,7,0,0,22540
c444b3a5-7b51-4bbb-95d2-a42741f39e5b,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP2,v4,1,15,None,None,35,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0529,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,D,6,B,tarvos,front,42,1551,1,1,21175,21165,21165,21175,10,10,0,0,22726
6bc61613-d214-4ce5-94b5-3be40fbd0066,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP2,v4,1,16,None,None,36,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0529,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,D,7,B,tarvos,front,42,1476,1,1,21958,21950,21950,21958,10,8,0,0,23434
877807c1-8c9e-4c18-a430-595063fea5b7,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP2,v4,1,17,None,None,37,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0529,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,D,8,B,tarvos,front,38,1425,1,1,20107,20096,20096,20107,11,11,0,0,21532
04df7ef3-0809-4470-94cd-d59320a626c0,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP2,v4,1,18,None,None,38,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0529,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,D,9,B,tarvos,front,49,1682,1,1,22383,22360,22360,22383,23,23,0,0,24065
28399904-a1e0-4d22-835a-13eed53620cb,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CP2,v4,1,19,None,None,39,FALSE,100,dry,None,None,patient_bal,None,Old prep,,LR-S007-0529,None,None,None,None,None,None,NK-R104,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,D,10,B,tarvos,front,48,1575,1,1,21381,21373,21373,21381,8,8,0,0,22956
df63e592-00fa-4bda-8217-ce1d87ac0c8b,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CPV,v4,2,0,None,None,40,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S019-0176,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,E,1,A,tarvos,back,104,1686,1,1,22648,22648,22648,22648,0,0,0,0,24334
ad46d32b-62d1-4ba4-b581-a606033da8e2,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CPV,v4,2,1,None,None,41,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S019-0176,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,E,2,A,tarvos,back,222,1362,0.99,1,20482,20481,20481,20482,2,1,0,0,21844
c8f1e7ae-320c-48e5-af9f-c2ff522b6dec,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CPV,v4,2,2,None,None,42,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S019-0176,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,E,3,A,tarvos,back,120,1525,0.99,0.99,21953,21953,21953,21953,0,0,0,0,23478
ef4656fd-a364-410e-81c0-b1a04d85c4b5,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CPV,v4,2,3,None,None,43,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S019-0176,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,E,4,A,tarvos,back,101,1667,1,1,22208,22207,22207,22208,1,1,0,0,23875
99ae534d-27bb-48bd-a840-79a47afc9c21,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CPV,v4,2,4,None,None,44,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S019-0176,None,None,None,None,None,None,NK-R38,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,E,5,A,tarvos,back,167,1709,0.99,0.99,21625,21622,21622,21625,4,3,0,0,23334
44645775-4f2d-473e-a45d-b708836f34dd,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CPV,v4,2,5,None,None,45,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S019-0176,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,E,6,A,tarvos,back,154,1529,0.99,0.99,21426,21426,21426,21426,0,0,0,0,22955
587fab06-9cf6-43c8-951e-b2f30c0ff4e4,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CPV,v4,2,6,None,None,46,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S019-0176,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,E,7,A,tarvos,back,167,1507,0.99,0.99,20089,20088,20088,20089,2,1,0,0,21596
8fe22b71-3b35-43db-87e6-363ba1f510b4,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CPV,v4,2,7,None,None,47,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S019-0176,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,E,8,A,tarvos,back,318,1631,0.98,1,19161,19161,19161,19161,0,0,0,0,20792
07b8612f-446d-4ccc-ac8d-a5fb1988402c,EXP-VGXTVLA4,13118476-4b93-4b28-992d-3fcd675907ea,VF6J3CPV,v4,2,8,None,None,48,FALSE,100,dry,None,None,patient_bal,None,New prep,,LR-S019-0176,None,None,None,None,None,None,NK-R84,None,None,nicole@pattern.bio,2024-06-13T07:24:39.883000-05:00,tarvos,None,None,6/13/2024,0,E,9,A,tarvos,back,411,1808,0.98,1,20545,20545,20545,20545,0,0,0,0,22353
